Geography,Year,Sex,Age,Disease Name,Crude Rate,Cases,Population,Standard Error,Standard Score,Alberta Rate
AB,2000,BOTH,20to24,Infectious syphilis,0.45,1.0,222473.0,0.45,0.0,0.45
AB,2000,BOTH,20to24,Mucopurulent Cervicitis,84.95,189.0,222473.0,6.180000000000001,0.0,84.95
AB,2000,BOTH,20to24,Non-Gonococcal Urethritis,242.28000000000003,539.0,222473.0,10.42,0.0,242.28000000000003
AB,2000,BOTH,20to24,Non-infectious syphilis,0.9,2.0,222473.0,0.6400000000000001,0.0,0.9
AB,2000,FEMALE,25to29,Chlamydia,473.70000000000005,513.0,108296.0,20.86,0.0,473.70000000000005
AB,2000,FEMALE,25to29,Gonorrhea,38.78,42.0,108296.0,5.98,0.0,38.78
AB,2000,FEMALE,25to29,Infectious syphilis,0.0,0.0,108296.0,1.85,0.0,0.0
AB,2000,FEMALE,25to29,Mucopurulent Cervicitis,116.35000000000001,126.0,108296.0,10.360000000000001,0.0,116.35000000000001
AB,2000,FEMALE,25to29,Non-Gonococcal Urethritis,0.0,0.0,108296.0,1.85,0.0,0.0
AB,2000,FEMALE,25to29,Non-infectious syphilis,0.92,1.0,108296.0,0.92,0.0,0.92
AB,2000,MALE,25to29,Chlamydia,335.40000000000003,391.0,116578.0,16.930000000000003,0.0,335.40000000000003
AB,2000,MALE,25to29,Gonorrhea,54.04,63.0,116578.0,6.8100000000000005,0.0,54.04
AB,2000,MALE,25to29,Infectious syphilis,2.57,3.0,116578.0,1.4900000000000002,0.0,2.57
AB,2000,MALE,25to29,Mucopurulent Cervicitis,0.0,0.0,116578.0,1.7200000000000002,0.0,0.0
AB,2000,MALE,25to29,Non-Gonococcal Urethritis,300.22999999999996,350.0,116578.0,16.02,0.0,300.22999999999996
AB,2000,MALE,25to29,Non-infectious syphilis,0.8600000000000001,1.0,116578.0,0.8600000000000001,0.0,0.8600000000000001
AB,2000,BOTH,25to29,Chlamydia,402.0,904.0,224874.0,13.34,0.0,402.0
AB,2000,BOTH,25to29,Gonorrhea,46.690000000000005,105.0,224874.0,4.56,0.0,46.690000000000005
AB,2000,BOTH,25to29,Infectious syphilis,1.33,3.0,224874.0,0.77,0.0,1.33
AB,2000,BOTH,25to29,Mucopurulent Cervicitis,56.03,126.0,224874.0,4.99,0.0,56.03
AB,2000,BOTH,25to29,Non-Gonococcal Urethritis,155.64000000000001,350.0,224874.0,8.31,0.0,155.64000000000001
AB,2000,BOTH,25to29,Non-infectious syphilis,0.89,2.0,224874.0,0.6300000000000001,0.0,0.89
AB,2000,FEMALE,30to34,Chlamydia,172.49,191.0,110734.0,12.47,0.0,172.49
AB,2000,FEMALE,30to34,Gonorrhea,14.450000000000001,16.0,110734.0,3.61,0.0,14.450000000000001
AB,2000,FEMALE,30to34,Infectious syphilis,0.0,0.0,110734.0,1.81,0.0,0.0
AB,2000,FEMALE,30to34,Mucopurulent Cervicitis,44.25,49.0,110734.0,6.32,0.0,44.25
AB,2000,FEMALE,30to34,Non-Gonococcal Urethritis,0.0,0.0,110734.0,1.81,0.0,0.0
AB,2000,FEMALE,30to34,Non-infectious syphilis,2.71,3.0,110734.0,1.56,0.0,2.71
AB,2000,MALE,30to34,Chlamydia,99.93,117.0,117086.0,9.23,0.0,99.93
AB,2000,MALE,30to34,Gonorrhea,46.970000000000006,55.0,117086.0,6.330000000000001,0.0,46.970000000000006
AB,2000,MALE,30to34,Infectious syphilis,1.7100000000000002,2.0,117086.0,1.2100000000000002,0.0,1.7100000000000002
AB,2000,MALE,30to34,Mucopurulent Cervicitis,0.0,0.0,117086.0,1.7100000000000002,0.0,0.0
AB,2000,MALE,30to34,Non-Gonococcal Urethritis,170.81,200.0,117086.0,12.07,0.0,170.81
AB,2000,MALE,30to34,Non-infectious syphilis,1.7100000000000002,2.0,117086.0,1.2100000000000002,0.0,1.7100000000000002
AB,2000,BOTH,30to34,Chlamydia,135.19,308.0,227820.0,7.7,0.0,135.19
AB,2000,BOTH,30to34,Gonorrhea,31.16,71.0,227820.0,3.7,0.0,31.16
AB,2000,BOTH,30to34,Infectious syphilis,0.88,2.0,227820.0,0.6200000000000001,0.0,0.88
AB,2000,BOTH,30to34,Mucopurulent Cervicitis,21.51,49.0,227820.0,3.07,0.0,21.51
AB,2000,BOTH,30to34,Non-Gonococcal Urethritis,87.79,200.0,227820.0,6.2,0.0,87.79
AB,2000,BOTH,30to34,Non-infectious syphilis,2.19,5.0,227820.0,0.98,0.0,2.19
AB,2000,FEMALE,35to39,Chlamydia,51.51,68.0,132010.0,6.25,0.0,51.51
AB,2000,FEMALE,35to39,Gonorrhea,9.850000000000001,13.0,132010.0,2.73,0.0,9.850000000000001
AB,2000,FEMALE,35to39,Infectious syphilis,0.76,1.0,132010.0,0.76,0.0,0.76
AB,2000,FEMALE,35to39,Mucopurulent Cervicitis,27.270000000000003,36.0,132010.0,4.54,0.0,27.270000000000003
AB,2000,FEMALE,35to39,Non-Gonococcal Urethritis,0.76,1.0,132010.0,0.76,0.0,0.76
AB,2000,FEMALE,35to39,Non-infectious syphilis,1.52,2.0,132010.0,1.07,0.0,1.52
AB,2000,MALE,35to39,Chlamydia,68.88,94.0,136461.0,7.1000000000000005,0.0,68.88
AB,2000,MALE,35to39,Gonorrhea,40.300000000000004,55.0,136461.0,5.430000000000001,0.0,40.300000000000004
AB,2000,MALE,35to39,Infectious syphilis,3.66,5.0,136461.0,1.6400000000000001,0.0,3.66
AB,2000,MALE,35to39,Mucopurulent Cervicitis,0.0,0.0,136461.0,1.4700000000000002,0.0,0.0
AB,2000,MALE,35to39,Non-Gonococcal Urethritis,109.19000000000001,149.0,136461.0,8.94,0.0,109.19000000000001
AB,2000,MALE,35to39,Non-infectious syphilis,2.93,4.0,136461.0,1.4700000000000002,0.0,2.93
AB,2000,BOTH,35to39,Chlamydia,60.34,162.0,268471.0,4.74,0.0,60.34
AB,2000,BOTH,35to39,Gonorrhea,25.330000000000002,68.0,268471.0,3.07,0.0,25.330000000000002
AB,2000,BOTH,35to39,Infectious syphilis,2.23,6.0,268471.0,0.91,0.0,2.23
AB,2000,BOTH,35to39,Mucopurulent Cervicitis,13.41,36.0,268471.0,2.23,0.0,13.41
AB,2000,BOTH,35to39,Non-Gonococcal Urethritis,55.870000000000005,150.0,268471.0,4.56,0.0,55.870000000000005
AB,2000,BOTH,35to39,Non-infectious syphilis,2.23,6.0,268471.0,0.91,0.0,2.23
AB,2000,FEMALE,40to49,Chlamydia,20.0,48.0,240028.0,2.89,0.0,20.0
AB,2000,FEMALE,40to49,Gonorrhea,2.5,6.0,240028.0,1.02,0.0,2.5
AB,2000,FEMALE,40to49,Infectious syphilis,0.8300000000000001,2.0,240028.0,0.59,0.0,0.8300000000000001
AB,2000,FEMALE,40to49,Mucopurulent Cervicitis,12.08,29.0,240028.0,2.24,0.0,12.08
AB,2000,FEMALE,40to49,Non-Gonococcal Urethritis,0.0,0.0,240028.0,0.8300000000000001,0.0,0.0
AB,2000,FEMALE,40to49,Non-infectious syphilis,0.8300000000000001,2.0,240028.0,0.59,0.0,0.8300000000000001
AB,2000,MALE,40to49,Chlamydia,23.56,59.0,250396.0,3.07,0.0,23.56
AB,2000,MALE,40to49,Gonorrhea,18.37,46.0,250396.0,2.71,0.0,18.37
AB,2000,MALE,40to49,Infectious syphilis,1.2000000000000002,3.0,250396.0,0.6900000000000001,0.0,1.2000000000000002
AB,2000,MALE,40to49,Mucopurulent Cervicitis,0.0,0.0,250396.0,0.8,0.0,0.0
AB,2000,MALE,40to49,Non-Gonococcal Urethritis,48.720000000000006,122.0,250396.0,4.41,0.0,48.720000000000006
AB,2000,MALE,40to49,Non-infectious syphilis,0.8,2.0,250396.0,0.56,0.0,0.8
AB,2000,BOTH,40to49,Chlamydia,21.82,107.0,490424.0,2.11,0.0,21.82
AB,2000,BOTH,40to49,Gonorrhea,10.600000000000001,52.0,490424.0,1.4700000000000002,0.0,10.600000000000001
AB,2000,BOTH,40to49,Infectious syphilis,1.02,5.0,490424.0,0.46,0.0,1.02
AB,2000,BOTH,40to49,Mucopurulent Cervicitis,5.91,29.0,490424.0,1.1,0.0,5.91
AB,2000,BOTH,40to49,Non-Gonococcal Urethritis,24.88,122.0,490424.0,2.25,0.0,24.88
AB,2000,BOTH,40to49,Non-infectious syphilis,0.8200000000000001,4.0,490424.0,0.41000000000000003,0.0,0.8200000000000001
AB,2000,FEMALE,50to59,Chlamydia,5.19,8.0,154189.0,1.83,0.0,5.19
AB,2000,FEMALE,50to59,Gonorrhea,0.0,0.0,154189.0,1.3,0.0,0.0
AB,2000,FEMALE,50to59,Infectious syphilis,0.0,0.0,154189.0,1.3,0.0,0.0
AB,2000,FEMALE,50to59,Mucopurulent Cervicitis,1.3,2.0,154189.0,0.92,0.0,1.3
AB,2000,FEMALE,50to59,Non-Gonococcal Urethritis,0.0,0.0,154189.0,1.3,0.0,0.0
AB,2000,FEMALE,50to59,Non-infectious syphilis,0.0,0.0,154189.0,1.3,0.0,0.0
AB,2000,MALE,50to59,Chlamydia,15.200000000000001,24.0,157922.0,3.1,0.0,15.200000000000001
AB,2000,MALE,50to59,Gonorrhea,5.07,8.0,157922.0,1.7900000000000003,0.0,5.07
AB,2000,MALE,50to59,Infectious syphilis,0.0,0.0,157922.0,1.2700000000000002,0.0,0.0
AB,2000,MALE,50to59,Mucopurulent Cervicitis,0.0,0.0,157922.0,1.2700000000000002,0.0,0.0
AB,2000,MALE,50to59,Non-Gonococcal Urethritis,29.76,47.0,157922.0,4.34,0.0,29.76
AB,2000,MALE,50to59,Non-infectious syphilis,2.53,4.0,157922.0,1.2700000000000002,0.0,2.53
AB,2000,BOTH,50to59,Chlamydia,10.250000000000002,32.0,312111.0,1.81,0.0,10.250000000000002
AB,2000,BOTH,50to59,Gonorrhea,2.56,8.0,312111.0,0.91,0.0,2.56
AB,2000,BOTH,50to59,Infectious syphilis,0.0,0.0,312111.0,0.6400000000000001,0.0,0.0
AB,2000,BOTH,50to59,Mucopurulent Cervicitis,0.6400000000000001,2.0,312111.0,0.45,0.0,0.6400000000000001
AB,2000,BOTH,50to59,Non-Gonococcal Urethritis,15.06,47.0,312111.0,2.2,0.0,15.06
AB,2000,BOTH,50to59,Non-infectious syphilis,1.2800000000000002,4.0,312111.0,0.6400000000000001,0.0,1.2800000000000002
AB,2000,FEMALE,60+,Chlamydia,1.36,3.0,220043.0,0.79,0.0,1.36
AB,2000,FEMALE,60+,Gonorrhea,0.0,0.0,220043.0,0.91,0.0,0.0
AB,2000,FEMALE,60+,Infectious syphilis,0.0,0.0,220043.0,0.91,0.0,0.0
AB,2000,FEMALE,60+,Mucopurulent Cervicitis,0.0,0.0,220043.0,0.91,0.0,0.0
AB,2000,FEMALE,60+,Non-Gonococcal Urethritis,0.0,0.0,220043.0,0.91,0.0,0.0
AB,2000,FEMALE,60+,Non-infectious syphilis,2.73,6.0,220043.0,1.11,0.0,2.73
AB,2000,MALE,60+,Chlamydia,1.62,3.0,185705.0,0.93,0.0,1.62
AB,2000,MALE,60+,Gonorrhea,1.08,2.0,185705.0,0.76,0.0,1.08
AB,2000,MALE,60+,Infectious syphilis,0.0,0.0,185705.0,1.08,0.0,0.0
AB,2000,MALE,60+,Mucopurulent Cervicitis,0.0,0.0,185705.0,1.08,0.0,0.0
AB,2000,MALE,60+,Non-Gonococcal Urethritis,5.380000000000001,10.0,185705.0,1.7000000000000002,0.0,5.380000000000001
AB,2000,MALE,60+,Non-infectious syphilis,3.23,6.0,185705.0,1.32,0.0,3.23
AB,2000,BOTH,60+,Chlamydia,1.4800000000000002,6.0,405748.0,0.6000000000000001,0.0,1.4800000000000002
AB,2000,BOTH,60+,Gonorrhea,0.49,2.0,405748.0,0.35000000000000003,0.0,0.49
AB,2000,BOTH,60+,Infectious syphilis,0.0,0.0,405748.0,0.49,0.0,0.0
AB,2000,BOTH,60+,Mucopurulent Cervicitis,0.0,0.0,405748.0,0.49,0.0,0.0
AB,2000,BOTH,60+,Non-Gonococcal Urethritis,2.4600000000000004,10.0,405748.0,0.78,0.0,2.4600000000000004
AB,2000,BOTH,60+,Non-infectious syphilis,2.9600000000000004,12.0,405748.0,0.8500000000000001,0.0,2.9600000000000004
AB,2001,FEMALE,ALL,Chlamydia,292.48,4424.0,1512574.0,4.39,0.0,292.48
AB,2001,FEMALE,ALL,Gonorrhea,20.430000000000003,309.0,1512574.0,1.1600000000000001,0.0,20.430000000000003
AB,2001,FEMALE,ALL,Infectious syphilis,0.53,8.0,1512574.0,0.19,0.0,0.53
AB,2001,FEMALE,ALL,Mucopurulent Cervicitis,40.13,607.0,1512574.0,1.6300000000000001,0.0,40.13
AB,2001,FEMALE,ALL,Non-Gonococcal Urethritis,0.0,0.0,1512574.0,0.13,0.0,0.0
AB,2001,FEMALE,ALL,Non-infectious syphilis,0.93,14.0,1512574.0,0.25,0.0,0.93
AB,2001,MALE,ALL,Chlamydia,122.03,1886.0,1545534.0,2.81,0.0,122.03
AB,2001,MALE,ALL,Gonorrhea,29.05,449.0,1545534.0,1.37,0.0,29.05
AB,2001,MALE,ALL,Infectious syphilis,0.97,15.0,1545534.0,0.25,0.0,0.97
AB,2001,MALE,ALL,Mucopurulent Cervicitis,0.0,0.0,1545534.0,0.13,0.0,0.0
AB,2001,MALE,ALL,Non-Gonococcal Urethritis,112.45,1738.0,1545534.0,2.7,0.0,112.45
AB,2001,MALE,ALL,Non-infectious syphilis,1.1,17.0,1545534.0,0.27,0.0,1.1
AB,2001,BOTH,ALL,Chlamydia,206.34,6310.0,3058109.0,2.59,0.0,206.34
AB,2001,BOTH,ALL,Gonorrhea,24.790000000000003,758.0,3058109.0,0.9,0.0,24.790000000000003
AB,2001,BOTH,ALL,Infectious syphilis,0.7500000000000001,23.0,3058109.0,0.16,0.0,0.7500000000000001
AB,2001,BOTH,ALL,Mucopurulent Cervicitis,19.85,607.0,3058109.0,0.81,0.0,19.85
AB,2001,BOTH,ALL,Non-Gonococcal Urethritis,56.870000000000005,1739.0,3058109.0,1.36,0.0,56.870000000000005
AB,2001,BOTH,ALL,Non-infectious syphilis,1.01,31.0,3058109.0,0.18,0.0,1.01
AB,2001,FEMALE,00to14,Chlamydia,22.62,69.0,305065.0,2.72,0.0,22.62
AB,2001,FEMALE,00to14,Gonorrhea,2.95,9.0,305065.0,0.98,0.0,2.95
AB,2001,FEMALE,00to14,Infectious syphilis,0.0,0.0,305065.0,0.6600000000000001,0.0,0.0
AB,2001,FEMALE,00to14,Mucopurulent Cervicitis,2.95,9.0,305065.0,0.98,0.0,2.95
AB,2001,FEMALE,00to14,Non-Gonococcal Urethritis,0.0,0.0,305065.0,0.6600000000000001,0.0,0.0
AB,2001,FEMALE,00to14,Non-infectious syphilis,0.0,0.0,305065.0,0.6600000000000001,0.0,0.0
AB,2001,MALE,00to14,Chlamydia,0.93,3.0,322354.0,0.54,0.0,0.93
AB,2001,MALE,00to14,Gonorrhea,0.0,0.0,322354.0,0.6200000000000001,0.0,0.0
AB,2001,MALE,00to14,Infectious syphilis,0.0,0.0,322354.0,0.6200000000000001,0.0,0.0
AB,2001,MALE,00to14,Mucopurulent Cervicitis,0.0,0.0,322354.0,0.6200000000000001,0.0,0.0
AB,2001,MALE,00to14,Non-Gonococcal Urethritis,1.86,6.0,322354.0,0.76,0.0,1.86
AB,2001,MALE,00to14,Non-infectious syphilis,0.0,0.0,322354.0,0.6200000000000001,0.0,0.0
AB,2001,BOTH,00to14,Chlamydia,11.48,72.0,627419.0,1.35,0.0,11.48
AB,2001,BOTH,00to14,Gonorrhea,1.4300000000000002,9.0,627419.0,0.48000000000000004,0.0,1.4300000000000002
AB,2001,BOTH,00to14,Infectious syphilis,0.0,0.0,627419.0,0.32000000000000006,0.0,0.0
AB,2001,BOTH,00to14,Mucopurulent Cervicitis,1.4300000000000002,9.0,627419.0,0.48000000000000004,0.0,1.4300000000000002
AB,2001,BOTH,00to14,Non-Gonococcal Urethritis,0.96,6.0,627419.0,0.39,0.0,0.96
AB,2001,BOTH,00to14,Non-infectious syphilis,0.0,0.0,627419.0,0.32000000000000006,0.0,0.0
AB,2001,FEMALE,15to19,Chlamydia,1574.57,1738.0,110379.0,37.47,0.0,1574.57
AB,2001,FEMALE,15to19,Gonorrhea,109.62,121.0,110379.0,9.96,0.0,109.62
AB,2001,FEMALE,15to19,Infectious syphilis,2.72,3.0,110379.0,1.57,0.0,2.72
AB,2001,FEMALE,15to19,Mucopurulent Cervicitis,161.26000000000002,178.0,110379.0,12.08,0.0,161.26000000000002
AB,2001,FEMALE,15to19,Non-Gonococcal Urethritis,0.0,0.0,110379.0,1.81,0.0,0.0
AB,2001,FEMALE,15to19,Non-infectious syphilis,0.91,1.0,110379.0,0.91,0.0,0.91
AB,2001,MALE,15to19,Chlamydia,285.48,335.0,117346.0,15.58,0.0,285.48
AB,2001,MALE,15to19,Gonorrhea,40.05,47.0,117346.0,5.840000000000001,0.0,40.05
AB,2001,MALE,15to19,Infectious syphilis,0.0,0.0,117346.0,1.7000000000000002,0.0,0.0
AB,2001,MALE,15to19,Mucopurulent Cervicitis,0.0,0.0,117346.0,1.7000000000000002,0.0,0.0
AB,2001,MALE,15to19,Non-Gonococcal Urethritis,175.55,206.0,117346.0,12.22,0.0,175.55
AB,2001,MALE,15to19,Non-infectious syphilis,0.8500000000000001,1.0,117346.0,0.8500000000000001,0.0,0.8500000000000001
AB,2001,BOTH,15to19,Chlamydia,910.3100000000001,2073.0,227725.0,19.900000000000002,0.0,910.3100000000001
AB,2001,BOTH,15to19,Gonorrhea,73.77,168.0,227725.0,5.69,0.0,73.77
AB,2001,BOTH,15to19,Infectious syphilis,1.32,3.0,227725.0,0.76,0.0,1.32
AB,2001,BOTH,15to19,Mucopurulent Cervicitis,78.16000000000001,178.0,227725.0,5.86,0.0,78.16000000000001
AB,2001,BOTH,15to19,Non-Gonococcal Urethritis,90.46000000000001,206.0,227725.0,6.300000000000001,0.0,90.46000000000001
AB,2001,BOTH,15to19,Non-infectious syphilis,0.88,2.0,227725.0,0.6200000000000001,0.0,0.88
AB,2001,FEMALE,20to24,Chlamydia,1512.03,1671.0,110514.0,36.71,0.0,1512.03
AB,2001,FEMALE,20to24,Gonorrhea,92.30000000000001,102.0,110514.0,9.129999999999999,0.0,92.30000000000001
AB,2001,FEMALE,20to24,Infectious syphilis,4.52,5.0,110514.0,2.02,0.0,4.52
AB,2001,FEMALE,20to24,Mucopurulent Cervicitis,182.78000000000003,202.0,110514.0,12.850000000000001,0.0,182.78000000000003
AB,2001,FEMALE,20to24,Non-Gonococcal Urethritis,0.0,0.0,110514.0,1.81,0.0,0.0
AB,2001,FEMALE,20to24,Non-infectious syphilis,1.81,2.0,110514.0,1.2800000000000002,0.0,1.81
AB,2001,MALE,20to24,Chlamydia,644.54,767.0,119000.0,23.200000000000003,0.0,644.54
AB,2001,MALE,20to24,Gonorrhea,94.12,112.0,119000.0,8.89,0.0,94.12
AB,2001,MALE,20to24,Infectious syphilis,3.3600000000000003,4.0,119000.0,1.6800000000000002,0.0,3.3600000000000003
AB,2001,MALE,20to24,Mucopurulent Cervicitis,0.0,0.0,119000.0,1.6800000000000002,0.0,0.0
AB,2001,MALE,20to24,Non-Gonococcal Urethritis,489.08,582.0,119000.0,20.220000000000002,0.0,489.08
AB,2001,MALE,20to24,Non-infectious syphilis,0.0,0.0,119000.0,1.6800000000000002,0.0,0.0
AB,2001,BOTH,20to24,Chlamydia,1062.24,2438.0,229514.0,21.400000000000002,0.0,1062.24
AB,2001,BOTH,20to24,Gonorrhea,93.24000000000001,214.0,229514.0,6.370000000000001,0.0,93.24000000000001
AB,2001,BOTH,20to24,Infectious syphilis,3.9200000000000004,9.0,229514.0,1.31,0.0,3.9200000000000004
AB,2001,BOTH,20to24,Mucopurulent Cervicitis,88.01,202.0,229514.0,6.19,0.0,88.01
AB,2001,BOTH,20to24,Non-Gonococcal Urethritis,253.58,582.0,229514.0,10.5,0.0,253.58
